,x_values,14f,7f,KDE's sum,KDE's top,General KDE
333,186796.99398797596,6.67695084306837e-06,2.194321669992505e-06,8.871272513060874e-06,6.67695084306837e-06,4.654503286202991e-06
334,187387.97595190382,6.676889975273581e-06,2.5732609792159138e-06,9.250150954489495e-06,6.676889975273581e-06,4.832595595800141e-06
335,187978.95791583168,6.676786359519142e-06,2.9773264993938372e-06,9.65411285891298e-06,6.676786359519142e-06,5.02884586758279e-06
336,188569.93987975953,6.67661338805385e-06,3.399559074688361e-06,1.007617246274221e-05,6.67661338805385e-06,5.2396904552269004e-06
337,189160.9218436874,6.676330193171246e-06,3.831522594542267e-06,1.0507852787713512e-05,6.676330193171246e-06,5.4603568733710496e-06
338,189751.90380761525,6.675875462724553e-06,4.263599896057398e-06,1.0939475358781951e-05,6.675875462724553e-06,5.685051003591287e-06
339,190342.8857715431,6.675159386895469e-06,4.685392120853511e-06,1.1360551507748981e-05,6.675159386895469e-06,5.907239589414141e-06
340,190933.86773547097,6.67405359715893e-06,5.08619959161519e-06,1.1760253188774121e-05,6.67405359715893e-06,6.120003192419063e-06
341,191524.84969939882,6.672379182808685e-06,5.45555484394224e-06,1.2127934026750926e-05,6.672379182808685e-06,6.316427476647447e-06
342,192115.83166332668,6.669893218276797e-06,5.783773470612287e-06,1.2453666688889083e-05,6.669893218276797e-06,6.489998681119691e-06
343,192706.81362725454,6.666274709781357e-06,6.062486208997263e-06,1.272876091877862e-05,6.666274709781357e-06,6.634972239119812e-06
344,193297.79559118237,6.661111450086775e-06,6.2851161934652565e-06,1.294622764355203e-05,6.661111450086775e-06,6.746690287634895e-06
345,193888.77755511022,6.653889896651406e-06,6.4472682245941055e-06,1.3101158121245512e-05,6.653889896651406e-06,6.821832085876982e-06
346,194479.75951903808,6.643990760000236e-06,6.547001881877246e-06,1.3190992641877482e-05,6.643990760000236e-06,6.858588856694084e-06
347,195070.74148296594,6.630693364211179e-06,6.584966938611022e-06,1.32156603028222e-05,6.630693364211179e-06,6.856759655022818e-06
348,195661.7234468938,6.613191851092134e-06,6.564387517290825e-06,1.317757936838296e-05,6.613191851092134e-06,6.817767080930323e-06
349,196252.70541082165,6.590625774637183e-06,6.4908905208008064e-06,1.308151629543799e-05,6.590625774637183e-06,6.744591778949216e-06
350,196843.6873747495,6.562126442030446e-06,6.372183865492585e-06,1.2934310307523031e-05,6.562126442030446e-06,6.641624409673191e-06
351,197434.66933867737,6.526878456475039e-06,6.2176005963541805e-06,1.274447905282922e-05,6.526878456475039e-06,6.514435095740002e-06
352,198025.65130260523,6.484193390054593e-06,6.037535531575133e-06,1.2521728921629725e-05,6.484193390054593e-06,6.369464634956832e-06
353,198616.63326653308,6.433589606878214e-06,5.842810836578228e-06,1.2276400443456442e-05,6.433589606878214e-06,6.213649266044148e-06
354,199207.61523046094,6.374869376612651e-06,5.644014794692846e-06,1.2018884171305496e-05,6.374869376612651e-06,6.054000291562718e-06
355,199798.5971943888,6.308182104183515e-06,5.4508628476012725e-06,1.1759044951784788e-05,6.308182104183515e-06,5.8971690978812904e-06
356,200389.57915831666,6.234061345177925e-06,5.271630664432438e-06,1.1505692009610363e-05,6.234061345177925e-06,5.749034313785368e-06
357,200980.56112224451,6.153423815663063e-06,5.11270487771654e-06,1.1266128693379602e-05,6.153423815663063e-06,5.614348725704081e-06
358,201571.54308617237,6.067521195894978e-06,4.978288106106548e-06,1.1045809302001527e-05,6.067521195894978e-06,5.496478084766741e-06
359,202162.52505010023,5.977840227543386e-06,4.87028159573934e-06,1.0848121823282726e-05,5.977840227543386e-06,5.397252750118781e-06
360,202753.5070140281,5.885953093032839e-06,4.788352584726794e-06,1.0674305677759632e-05,5.885953093032839e-06,5.316938453601882e-06
361,203344.48897795592,5.793327629339403e-06,4.7301761920778365e-06,1.052350382141724e-05,5.793327629339403e-06,5.25431757086047e-06
362,203935.47094188377,5.701114521877908e-06,4.691825359289189e-06,1.0392939881167098e-05,5.701114521877908e-06,5.206860445068022e-06
363,204526.45290581163,5.609935011564665e-06,4.668269125417929e-06,1.0278204136982594e-05,5.609935011564665e-06,5.170959964166051e-06
364,205117.4348697395,5.5196966036636405e-06,4.653930843017308e-06,1.0173627446680949e-05,5.5196966036636405e-06,5.142202620707922e-06
365,205708.41683366735,5.429464798012888e-06,4.643254696848065e-06,1.0072719494860952e-05,5.429464798012888e-06,5.115654786955727e-06
366,206299.3987975952,5.337415414605535e-06,4.6312311231685555e-06,9.96864653777409e-06,5.337415414605535e-06,5.086151529376345e-06
367,206890.38076152306,5.240884701091489e-06,4.613838748183029e-06,9.854723449274517e-06,5.240884701091489e-06,5.048583795079629e-06
368,207481.36272545092,5.136523756110514e-06,4.588371010185639e-06,9.724894766296153e-06,5.136523756110514e-06,4.998185192954035e-06
369,208072.34468937878,5.020551147501645e-06,4.553628148240594e-06,9.574179295742238e-06,5.020551147501645e-06,4.9308198470875036e-06
370,208663.32665330663,4.889084636540518e-06,4.509968172013827e-06,9.399052808554346e-06,4.889084636540518e-06,4.843267532118576e-06
371,209254.3086172345,4.738521509578576e-06,4.4592224469630755e-06,9.197743956541652e-06,4.738521509578576e-06,4.733492932751971e-06
372,209845.29058116235,4.565928929783263e-06,4.404491691449646e-06,8.97042062123291e-06,4.565928929783263e-06,4.600875327173536e-06
373,210436.2725450902,4.369402319354386e-06,4.349845961741001e-06,8.719248281095387e-06,4.369402319354386e-06,4.446366959277113e-06
374,211027.25450901806,4.1483517933398905e-06,4.299957435850995e-06,8.448309229190886e-06,4.299957435850995e-06,4.272546272315444e-06
375,211618.23647294592,3.903684028493879e-06,4.259697586853224e-06,8.163381615347103e-06,4.259697586853224e-06,4.0835381968175765e-06
376,212209.21843687375,3.637858786564338e-06,4.233730874254645e-06,7.871589660818982e-06,4.233730874254645e-06,3.8847879800529595e-06
377,212800.2004008016,3.3548140310634837e-06,4.226135616582173e-06,7.580949647645657e-06,4.226135616582173e-06,3.6826955336655495e-06
378,213391.18236472947,3.0597691057796917e-06,4.240079453473913e-06,7.2998485592536055e-06,4.240079453473913e-06,3.4841400284152204e-06
379,213982.16432865732,2.7589295421088765e-06,4.277571954372533e-06,7.036501496481409e-06,4.277571954372533e-06,3.2959446325099394e-06
380,214573.14629258518,2.4591276838396553e-06,4.339310695828357e-06,6.798438379668012e-06,4.339310695828357e-06,3.1243443419609357e-06
381,215164.12825651304,2.1674389461630854e-06,4.424629793967897e-06,6.592068740130982e-06,4.424629793967897e-06,2.9745227371574163e-06
382,215755.1102204409,1.8908134303973918e-06,4.531551835275361e-06,6.422365265672753e-06,4.531551835275361e-06,2.850275390051203e-06
383,216346.09218436875,1.63575697798358e-06,4.65693590705615e-06,6.29269288503973e-06,4.65693590705615e-06,2.753840036600198e-06
384,216937.0741482966,1.4080856269887425e-06,4.796706591486211e-06,6.204792218474954e-06,4.796706591486211e-06,2.6859098146021564e-06
385,217528.05611222447,1.2127645878162033e-06,4.94614200113189e-06,6.1589065889480935e-06,4.94614200113189e-06,2.645820010659281e-06
386,218119.03807615233,1.0538294315539863e-06,5.100193831140162e-06,6.154023262694148e-06,5.100193831140162e-06,2.631874901040443e-06
387,218710.02004008018,9.343753604573557e-07,5.25380954028288e-06,6.188184900740236e-06,5.25380954028288e-06,2.6417625977497516e-06
388,219301.00200400804,8.565920435234394e-07,5.402226574825755e-06,6.258818618349195e-06,5.402226574825755e-06,2.672994367708193e-06
389,219891.9839679359,8.21817752429977e-07,5.541211256514596e-06,6.363029008944573e-06,5.541211256514596e-06,2.723301682306219e-06
390,220482.96593186376,8.305878062437005e-07,5.667220570989741e-06,6.4978083772334415e-06,5.667220570989741e-06,2.7909295227489376e-06
391,221073.9478957916,8.826581502764139e-07,5.777473325550965e-06,6.660131475827379e-06,5.777473325550965e-06,2.8747779108555343e-06
392,221664.92985971947,9.76994025701587e-07,5.869927369698564e-06,6.846921395400151e-06,5.869927369698564e-06,2.9743643648171523e-06
393,222255.9118236473,1.111724380270013e-06,5.943170815595747e-06,7.05489519586576e-06,5.943170815595747e-06,3.0896062470696366e-06
394,222846.89378757516,1.2840729660966963e-06,5.99624618305462e-06,7.280319149151316e-06,5.99624618305462e-06,3.220450871604696e-06
395,223437.87575150302,1.4902851414449095e-06,6.028435665462336e-06,7.518720806907245e-06,6.028435665462336e-06,3.366408664564964e-06
396,224028.85771543087,1.72557386065291e-06,6.039041821101051e-06,7.76461568175396e-06,6.039041821101051e-06,3.526065756206997e-06
397,224619.83967935873,1.984108498438066e-06,6.027199750609473e-06,8.011308249047538e-06,6.027199750609473e-06,3.696662443362716e-06
398,225210.8216432866,2.2590660926207578e-06,5.9917535547638025e-06,8.25081964738456e-06,5.9917535547638025e-06,3.873819753874959e-06
399,225801.80360721445,2.5427571242105736e-06,5.931221627812914e-06,8.473978752023488e-06,5.931221627812914e-06,4.051477202241886e-06
400,226392.7855711423,2.8268284661195412e-06,5.843862995280723e-06,8.670691461400263e-06,5.843862995280723e-06,4.222073265067804e-06
401,226983.76753507016,3.1025362739264488e-06,5.727842072377386e-06,8.830378346303834e-06,5.727842072377386e-06,4.376961585503385e-06
402,227574.74949899802,3.3610729561414944e-06,5.581474058939024e-06,8.942547015080518e-06,5.581474058939024e-06,4.507017732284701e-06
403,228165.73146292588,3.5939261729412676e-06,5.403520049889155e-06,8.997446222830423e-06,5.403520049889155e-06,4.603360916135055e-06
404,228756.71342685373,3.793244719968149e-06,5.193491958644736e-06,8.986736678612885e-06,5.193491958644736e-06,4.658098148691729e-06
405,229347.6953907816,3.9521861611584326e-06,4.951924046897971e-06,8.904110208056404e-06,4.951924046897971e-06,4.6649976047847e-06
406,229938.67735470945,4.065223627719165e-06,4.680570850961314e-06,8.745794478680479e-06,4.680570850961314e-06,4.620012512833838e-06
407,230529.6593186373,4.12839340093483e-06,4.3825001915777115e-06,8.510893592512541e-06,4.3825001915777115e-06,4.5216026876489926e-06
408,231120.64128256514,4.139469779360774e-06,4.062063392079347e-06,8.201533171440122e-06,4.139469779360774e-06,4.3708318506715005e-06
409,231711.623246493,4.09805852502055e-06,3.724740735850665e-06,7.822799260871216e-06,4.09805852502055e-06,4.171248874727431e-06
410,232302.60521042085,4.005604482919214e-06,3.3768761500336957e-06,7.38248063295291e-06,4.005604482919214e-06,3.928584988931437e-06
411,232893.5871743487,3.86531276881739e-06,3.0253287656864454e-06,6.890641534503835e-06,3.86531276881739e-06,3.6503139496480324e-06
412,233484.56913827657,3.681986515382952e-06,2.677078496919325e-06,6.359065012302277e-06,3.681986515382952e-06,3.3451278641821513e-06
413,234075.55110220442,3.461787947036967e-06,2.338826974615937e-06,5.800614921652904e-06,3.461787947036967e-06,3.0223794041985266e-06
414,234666.53306613228,3.2119337774234645e-06,2.0166338207909426e-06,5.2285675982144075e-06,3.2119337774234645e-06,2.6915343312968123e-06
415,235257.51503006014,2.940340537636062e-06,1.7156219692688297e-06,4.655962506904892e-06,2.940340537636062e-06,2.3616694253058375e-06
416,235848.496993988,2.6552400167884025e-06,1.4397758182919072e-06,4.0950158350803094e-06,2.6552400167884025e-06,2.041042182860408e-06
417,236439.47895791585,2.364788786038269e-06,1.19184413458007e-06,3.556632920618339e-06,2.364788786038269e-06,1.7367510664078203e-06
418,237030.4609218437,2.076697911877043e-06,9.733475951895785e-07,3.0500455070666213e-06,2.076697911877043e-06,1.4544986397584465e-06
419,237621.44288577157,1.7979086884914997e-06,7.846802216804685e-07,2.5825889101719683e-06,1.7979086884914997e-06,1.198464028955303e-06
420,238212.42484969943,1.5343371215264061e-06,6.252858659913931e-07,2.1596229875177994e-06,1.5343371215264061e-06,9.71285127341177e-07
421,238803.40681362728,1.290704058548501e-06,4.938859341945433e-07,1.7845899927430443e-06,1.290704058548501e-06,7.741445118257942e-07
422,239394.38877755514,1.070459883515784e-06,3.8873271456404407e-07,1.4591925980798282e-06,1.070459883515784e-06,6.069463910518226e-07
423,239985.370741483,8.758035842164448e-07,3.0786358479160225e-07,1.183667169008047e-06,8.758035842164448e-07,4.6856576069132197e-07
424,240576.35270541086,7.077869848274189e-07,2.4933429258698195e-07,9.571212774144008e-07,7.077869848274189e-07,3.571461607667311e-07
425,241167.33466933868,5.664872031145933e-07,2.1141361854819618e-07,7.779008216627895e-07,5.664872031145933e-07,2.7041970130971647e-07
426,241758.31663326654,4.5122488958580035e-07,1.927263054421819e-07,6.439511950279822e-07,4.5122488958580035e-07,2.0602259828637106e-07
427,242349.2985971944,3.608030900874548e-07,1.9233565239919084e-07,5.531387424866456e-07,3.608030900874548e-07,1.6178109257006162e-07
428,242940.28056112226,2.9374176372622993e-07,2.097613799429881e-07,5.035031436692181e-07,2.9374176372622993e-07,1.3594570170168325e-07
429,243531.26252505012,2.484858151777092e-07,2.449322875784749e-07,4.93418102756184e-07,2.484858151777092e-07,1.2735559678063174e-07
430,244122.24448897797,2.235694159555927e-07,2.980770446302526e-07,5.216464605858452e-07,2.980770446302526e-07,1.3551907266072263e-07
431,244713.22645290583,2.177256973088973e-07,3.6956042333048174e-07,5.87286120639379e-07,3.6956042333048174e-07,1.6060062350034282e-07
432,245304.2084168337,2.2993786885675906e-07,4.5967655478295077e-07,6.896144236397098e-07,4.5967655478295077e-07,2.0331056647260982e-07
433,245895.19038076155,2.5943476015477817e-07,5.684153008251301e-07,8.278500609799083e-07,5.684153008251301e-07,2.6470025273145355e-07
434,246486.1723446894,3.0564006732794263e-07,6.952222360409692e-07,1.0008623033689118e-06,6.952222360409692e-07,3.4587528231135106e-07
435,247077.15430861726,3.680896399359068e-07,8.387763855463473e-07,1.2068660254822541e-06,8.387763855463473e-07,4.476507507544423e-07
436,247668.13627254512,4.463344390259243e-07,9.968119278581914e-07,1.4431463668841157e-06,9.968119278581914e-07,5.701852836275707e-07
437,248259.11823647298,5.398478786541132e-07,1.1660096753513107e-06,1.705857554005424e-06,1.1660096753513107e-06,7.126421478565721e-07
438,248850.10020040083,6.479548046698524e-07,1.3419805925155118e-06,1.9899353971853644e-06,1.3419805925155118e-06,8.729328369522956e-07
439,249441.0821643287,7.69795276539141e-07,1.5193566051467792e-06,2.28915188168592e-06,1.5193566051467792e-06,1.0475977792257271e-06
440,250032.06412825652,9.043298630229036e-07,1.691993758908212e-06,2.596323621931116e-06,1.691993758908212e-06,1.2318676081645934e-06
441,250623.04609218438,1.050385041093287e-06,1.8532803115093158e-06,2.9036653526026025e-06,1.8532803115093158e-06,1.4199260651257814e-06
442,251214.02805611223,1.2067286444902514e-06,1.996529082472728e-06,3.2032577269629795e-06,1.996529082472728e-06,1.6053640787173374e-06
443,251805.0100200401,1.3721576257444449e-06,2.1154212232628124e-06,3.4875788490072575e-06,2.1154212232628124e-06,1.7817787486112345e-06
444,252395.99198396795,1.545575264185328e-06,2.204459478530112e-06,3.75003474271544e-06,2.204459478530112e-06,1.9434379196566245e-06
445,252986.9739478958,1.7260337536040503e-06,2.2593846758139257e-06,3.985418429417976e-06,2.2593846758139257e-06,2.0859085709592366e-06
446,253577.95591182366,1.91272166448484e-06,2.2775106657703424e-06,4.1902323302551825e-06,2.2775106657703424e-06,2.206541957541604e-06
447,254168.93787575152,2.1048840885840494e-06,2.2579404133314427e-06,4.3628245019154925e-06,2.2579404133314427e-06,2.3047237814370414e-06
448,254759.91983967938,2.3016753575417405e-06,2.2016386079324873e-06,4.503313965474228e-06,2.3016753575417405e-06,2.3818326284606326e-06
449,255350.90180360724,2.501958198949915e-06,2.1113523280861594e-06,4.613310527036074e-06,2.501958198949915e-06,2.440898787061758e-06
450,255941.8837675351,2.70407655348529e-06,1.9913886591748794e-06,4.69546521266017e-06,2.70407655348529e-06,2.486008998948111e-06
451,256532.86573146295,2.9056393690948293e-06,1.8472742069778283e-06,4.752913576072658e-06,2.9056393690948293e-06,2.5215497276414555e-06
452,257123.8476953908,3.1033572386767945e-06,1.6853338877994682e-06,4.788691126476263e-06,3.1033572386767945e-06,2.5514122455011416e-06
453,257714.82965931867,3.2929713622269296e-06,1.5122335517141463e-06,4.805204913941076e-06,3.2929713622269296e-06,2.5782907404740473e-06
454,258305.81162324653,3.4693048189408604e-06,1.3345321470311398e-06,4.803836965972001e-06,3.4693048189408604e-06,2.6031882103724054e-06
455,258896.79358717438,3.626450672740731e-06,1.158284485007459e-06,4.78473515774819e-06,3.626450672740731e-06,2.625207850154819e-06
456,259487.77555110224,3.7580922953076163e-06,9.88726321934893e-07,4.746818617242509e-06,3.7580922953076163e-06,2.6416578246562756e-06
457,260078.7575150301,3.857931502186555e-06,8.300611761467469e-07,4.687992678333301e-06,3.857931502186555e-06,2.6484448000558637e-06
458,260669.73947895796,3.920182873821822e-06,6.85355052148165e-07,4.605537925969987e-06,3.920182873821822e-06,2.640686232511104e-06
459,261260.7214428858,3.940080791656353e-06,5.565329758417229e-07,4.496613767498076e-06,3.940080791656353e-06,2.613440764619054e-06
460,261851.70340681367,3.914341186846822e-06,4.4446147982710487e-07,4.358802666673927e-06,3.914341186846822e-06,2.5624441724074164e-06
461,262442.6853707415,3.841523500842583e-06,3.4909484871118794e-07,4.190618349553771e-06,3.841523500842583e-06,2.4847452536008876e-06
462,263033.6673346694,3.7222493332918133e-06,2.6966031776986065e-07,3.9919096510616735e-06,3.7222493332918133e-06,2.379158628857014e-06
463,263624.64929859724,3.5592510036505495e-06,2.0485819752721405e-07,3.7641092011777633e-06,3.5592510036505495e-06,2.246484217309639e-06
464,264215.6312625251,3.3572432666326187e-06,1.5305631843822394e-07,3.5102995850708426e-06,3.3572432666326187e-06,2.089479856156561e-06
465,264806.6132264529,3.1226318129395406e-06,1.1246326723861976e-07,3.2350950801781604e-06,3.1226318129395406e-06,1.91260820732393e-06
466,265397.59519038076,2.8630901624595754e-06,8.127060346862346e-08,2.9443607659281986e-06,2.8630901624595754e-06,1.7216069818319322e-06
467,265988.5771543086,2.5870498313759047e-06,5.775972134131852e-08,2.6448095527172234e-06,2.5870498313759047e-06,1.522949542637484e-06
468,266579.5591182365,2.3031557524422116e-06,4.037362070016153e-08,2.343529373142373e-06,2.3031557524422116e-06,1.3232698582523638e-06
469,267170.54108216433,2.0197393413403605e-06,2.775721544339895e-08,2.0474965567837593e-06,2.0197393413403605e-06,1.1288220002966933e-06
470,267761.5230460922,1.7443557891396662e-06,1.8771847385252675e-08,1.7631276365249188e-06,1.7443557891396662e-06,9.450317352596109e-07
471,268352.50501002005,1.4834213981246576e-06,1.2490504981897038e-08,1.4959119031065547e-06,1.4834213981246576e-06,7.761790774870911e-07
472,268943.4869739479,1.241972904740079e-06,8.180118973695934e-09,1.250153023713775e-06,1.241972904740079e-06,6.252292888963717e-07
473,269534.46893787576,1.0235558315480053e-06,5.276526662349876e-09,1.0288323582103552e-06,1.0235558315480053e-06,4.938090777557467e-07
474,270125.4509018036,8.302349786581974e-07,3.3565631174651986e-09,8.335915417756626e-07,8.302349786581974e-07,3.8230752210354374e-07
475,270716.4328657315,6.627088366110512e-07,2.1105025459692056e-09,6.648193391570204e-07,6.627088366110512e-07,2.9006949517294096e-07
476,271307.41482965933,5.20502046891683e-07,1.3169182571043376e-09,5.218189651487873e-07,5.20502046891683e-07,2.156439585777802e-07
477,271898.3967935872,4.0220647368935413e-07,8.210643311742607e-10,4.0302753802052837e-07,4.0220647368935413e-07,1.5705014383280852e-07
478,272489.37875751505,3.057417792045349e-07,5.171521897769737e-10,3.0625893139431187e-07,3.057417792045349e-07,1.1203016231965951e-07
479,273080.3607214429,2.2860991245461085e-07,3.343994368752598e-10,2.2894431189148611e-07,2.2860991245461085e-07,7.826518725972845e-08
480,273671.34268537076,1.6812361012953862e-07,2.2643555250044092e-10,1.6835004568203906e-07,1.6812361012953862e-07,5.3542095709546885e-08
481,274262.3246492986,1.2159574018674735e-07,1.6351412832684743e-10,1.217592543150742e-07,1.2159574018674735e-07,3.5866621108734924e-08
482,274853.3066132265,8.648304639329388e-08,1.2695687881243474e-10,8.661000327210631e-08,8.648304639329388e-08,2.3526412680430378e-08
483,275444.28857715434,6.048374699278971e-08,1.0529838402658062e-10,6.058904537681628e-08,6.048374699278971e-08,1.5112295686256182e-08
484,276035.2705410822,4.159297260464541e-08,9.167906192626292e-11,4.168465166657167e-08,4.159297260464541e-08,9.508416350779677e-09
485,276626.25250501005,2.8122976779870433e-08,8.212361280477791e-11,2.8205100392675212e-08,2.8122976779870433e-08,5.862209849332423e-09
486,277217.2344689379,1.869646596818244e-08,7.442829551885644e-11,1.8770894263701294e-08,1.869646596818244e-08,3.543865171050807e-09
487,277808.21643286577,1.2221517153541227e-08,6.745500109345409e-11,1.2288972154634682e-08,1.2221517153541227e-08,2.1028520911009295e-09
488,278399.1983967936,7.855731475475097e-09,6.069021235130095e-11,7.916421687826398e-09,7.855731475475097e-09,1.2267164010997755e-09
489,278990.1803607215,4.9658870012389106e-09,5.397268864732781e-11,5.019859689886238e-09,4.9658870012389106e-09,7.051718112102799e-10
490,279581.16232464934,3.0877427130809047e-09,4.732685627502077e-11,3.1350695693559253e-09,3.0877427130809047e-09,4.007692936983958e-10
491,280172.1442885772,1.889072506077044e-09,4.086183961744967e-11,1.929934345694494e-09,1.889072506077044e-09,2.261945233935826e-10
492,280763.12625250506,1.1376461378618896e-09,3.4711300529172806e-11,1.1723574383910624e-09,1.1376461378618896e-09,1.2750275488964265e-10
493,281354.1082164329,6.748113079504241e-10,2.8998944808094597e-11,7.038102527585187e-10,6.748113079504241e-10,7.225339968905297e-11
494,281945.09018036077,3.9458559162681356e-10,2.3820470568133486e-11,4.1840606219494705e-10,3.9458559162681356e-10,4.1436374804213176e-11
495,282536.0721442886,2.2770931350394543e-10,1.9236209712000532e-11,2.46945523215946e-10,2.2770931350394543e-10,2.417858703096461e-11
496,283127.0541082164,1.2988489576179737e-10,1.52707030831961e-11,1.4515559884499348e-10,1.2988489576179737e-10,1.4394108559305268e-11
497,283718.0360721443,7.337050822404259e-11,1.1916592354384346e-11,8.528710057842693e-11,7.337050822404259e-11,8.735612592982501e-12
498,284309.01803607214,4.114554337036778e-11,9.140909322940814e-12,5.028645269330859e-11,4.114554337036778e-11,5.382413835861866e-12
499,284900.0,2.2972862371566203e-11,6.892327448539468e-12,2.986518982010567e-11,2.2972862371566203e-11,3.3460478513907845e-12
